user_id,gender,age,member_type
USER04847,男,36,会员
USER04848,男,51,会员
USER04849,女,33,会员
USER04850,女,62,会员
USER04851,男,37,普通
USER04852,男,36,普通
USER04853,女,23,普通
USER04854,男,46,普通
USER04855,男,56,普通
USER04856,女,24,会员
USER04857,女,35,普通
USER04858,女,36,普通
USER04859,男,38,会员
USER04860,男,21,会员
USER04861,女,41,普通
USER04862,女,53,普通
USER04863,女,59,普通
USER04864,男,38,普通
USER04865,男,59,普通
USER04866,男,50,普通
USER04867,男,49,普通
USER04868,男,26,普通
USER04869,男,63,普通
USER04870,女,40,普通
USER04871,女,39,会员
USER04872,女,43,普通
USER04873,女,59,会员
USER04874,男,53,会员
USER04875,男,46,普通
USER04876,女,32,普通
USER04877,男,21,普通
USER04878,男,48,普通
USER04879,男,32,会员
USER04880,男,50,普通
USER04881,女,58,普通
USER04882,男,50,会员
USER04883,女,19,普通
USER04884,女,53,普通
USER04885,男,55,普通
USER04886,男,55,普通
USER04887,女,62,普通
USER04888,女,50,会员
USER04889,男,43,普通
USER04890,男,58,会员
USER04891,女,35,普通
USER04892,女,28,会员
USER04893,女,39,普通
USER04894,女,43,普通
USER04895,女,46,普通
USER04896,女,31,普通
USER04897,男,42,会员
USER04898,男,30,会员
USER04899,女,62,普通
USER04900,女,41,普通
USER04901,男,54,会员
USER04902,女,31,普通
USER04903,女,18,普通
USER04904,男,39,普通
USER04905,女,64,普通
USER04906,女,56,会员
USER04907,女,48,普通
USER04908,女,60,会员
USER04909,男,22,普通
USER04910,男,19,普通
USER04911,男,35,会员
USER04912,女,46,普通
USER04913,男,24,普通
USER04914,男,59,普通
USER04915,女,65,会员
USER04916,男,35,普通
USER04917,男,37,会员
USER04918,男,37,普通
USER04919,女,31,普通
USER04920,男,48,普通
USER04921,男,23,会员
USER04922,女,55,普通
USER04923,女,35,普通
USER04924,女,22,会员
USER04925,男,31,普通
USER04926,女,19,普通
USER04927,女,47,普通
USER04928,男,54,会员
USER04929,男,35,会员
USER04930,女,30,会员
USER04931,男,60,普通
USER04932,男,33,普通
USER04933,男,59,普通
USER04934,女,53,会员
USER04935,女,32,会员
USER04936,男,36,普通
USER04937,女,47,会员
USER04938,男,41,普通
USER04939,女,64,普通
USER04940,男,38,会员
USER04941,女,44,普通
USER04942,女,41,普通
USER04943,女,36,普通
USER04944,女,61,普通
USER04945,女,45,普通
USER04946,女,26,普通
USER04947,女,59,普通
USER04948,男,20,普通
USER04949,男,56,普通
USER04950,男,54,普通
USER04951,男,62,普通
USER04952,女,25,会员
USER04953,男,51,普通
USER04954,男,34,会员
USER04955,男,65,普通
USER04956,女,49,普通
USER04957,女,53,会员
USER04958,女,32,普通
USER04959,女,62,会员
USER04960,男,32,普通
USER04961,女,27,会员
USER04962,男,63,普通
USER04963,男,49,普通
USER04964,男,62,会员
USER04965,男,43,普通
USER04966,男,52,普通
USER04967,男,19,普通
USER04968,女,25,普通
USER04969,男,22,普通
USER04970,男,45,会员
USER04971,女,18,普通
USER04972,女,39,普通
USER04973,男,37,普通
USER04974,女,58,普通
USER04975,男,61,普通
USER04976,男,49,普通
USER04977,男,34,会员
USER04978,女,52,会员
USER04979,女,62,普通
USER04980,女,61,普通
USER04981,男,42,普通
USER04982,女,23,普通
USER04983,男,23,普通
USER04984,男,47,普通
USER04985,女,33,普通
USER04986,女,20,普通
USER04987,女,31,普通
USER04988,男,18,普通
USER04989,男,50,普通
USER04990,男,47,普通
USER04991,女,52,普通
USER04992,男,34,普通
USER04993,女,29,会员
USER04994,女,28,普通
USER04995,女,45,普通
USER04996,男,22,普通
USER04997,女,33,普通
USER04998,男,42,普通
USER04999,男,32,普通
USER05000,女,32,会员
USER05001,男,24,普通
USER05002,男,65,会员
USER05003,男,46,普通
USER05004,女,19,会员
USER05005,女,58,普通
USER05006,女,48,普通
USER05007,女,53,会员
USER05008,男,22,普通
USER05009,女,48,普通
USER05010,男,26,普通
USER05011,男,23,普通
USER05012,男,46,普通
USER05013,女,53,普通
USER05014,男,60,普通
USER05015,女,25,普通
USER05016,男,30,普通
USER05017,男,65,会员
USER05018,男,41,普通
USER05019,男,25,普通
USER05020,女,55,普通
USER05021,女,26,普通
USER05022,男,48,会员
USER05023,男,60,普通
USER05024,女,31,普通
USER05025,女,53,普通
USER05026,男,27,普通
USER05027,男,22,普通
USER05028,男,54,普通
USER05029,女,58,普通
USER05030,男,34,普通
USER05031,女,20,会员
USER05032,女,19,普通
USER05033,女,43,普通
USER05034,男,65,会员
USER05035,女,57,会员
USER05036,女,59,会员
USER05037,男,33,普通
USER05038,女,49,会员
USER05039,女,56,普通
USER05040,男,53,普通
USER05041,男,59,普通
USER05042,女,43,普通
USER05043,女,37,会员
USER05044,女,37,会员
USER05045,女,50,普通
USER05046,男,48,普通
USER05047,女,39,普通
USER05048,男,34,普通
USER05049,女,36,普通
USER05050,男,38,会员
USER05051,女,33,普通
USER05052,女,37,普通
USER05053,女,51,普通
USER05054,女,34,普通
USER05055,男,57,会员
USER05056,男,62,普通
USER05057,女,63,普通
USER05058,女,31,会员
USER05059,男,25,会员
USER05060,女,58,普通
USER05061,女,29,会员
USER05062,女,41,普通
USER05063,女,63,普通
USER05064,女,52,普通
USER05065,女,56,普通
USER05066,男,42,会员
USER05067,女,18,普通
USER05068,女,49,普通
USER05069,女,50,普通
USER05070,男,35,普通
USER05071,女,58,会员
USER05072,男,48,普通
USER05073,女,25,普通
USER05074,男,41,会员
USER05075,男,20,会员
USER05076,女,24,普通
USER05077,女,26,会员
USER05078,女,31,普通
USER05079,男,18,普通
USER05080,女,36,普通
USER05081,男,32,普通
USER05082,女,53,普通
USER05083,男,27,普通
USER05084,女,32,普通
USER05085,女,31,普通
USER05086,男,28,普通
USER05087,女,49,普通
USER05088,男,44,普通
USER05089,女,57,普通
USER05090,男,32,普通
USER05091,男,33,普通
USER05092,女,55,会员
USER05093,女,46,普通
USER05094,男,23,普通
USER05095,女,46,普通
USER05096,女,57,会员
USER05097,男,52,会员
USER05098,男,61,普通
USER05099,女,38,普通
USER05100,女,46,普通
USER05101,女,27,会员
USER05102,女,28,会员
USER05103,男,31,普通
USER05104,女,35,普通
USER05105,女,32,普通
USER05106,女,19,普通
USER05107,男,59,普通
USER05108,女,63,会员
USER05109,女,54,普通
USER05110,女,19,普通
USER05111,女,45,普通
USER05112,女,40,普通
USER05113,女,34,普通
USER05114,男,32,会员
USER05115,男,20,会员
USER05116,女,21,会员
USER05117,男,63,会员
USER05118,男,57,普通
USER05119,男,34,普通
USER05120,女,46,普通
USER05121,男,45,普通
USER05122,男,32,普通
USER05123,男,51,普通
USER05124,男,57,普通
USER05125,男,36,普通
USER05126,女,28,普通
USER05127,男,56,会员
USER05128,男,24,普通
USER05129,男,52,普通
USER05130,女,53,会员
USER05131,男,27,普通
USER05132,男,33,会员
USER05133,女,28,会员
USER05134,男,50,普通
USER05135,男,43,普通
USER05136,男,48,普通
USER05137,男,33,会员
USER05138,女,54,会员
USER05139,女,33,普通
USER05140,男,63,普通
USER05141,男,22,会员
USER05142,男,18,普通
USER05143,女,61,会员
USER05144,女,51,普通
USER05145,女,56,普通
USER05146,女,34,普通
USER05147,女,28,普通
USER05148,女,26,会员
USER05149,男,22,普通
USER05150,女,37,普通
USER05151,女,42,普通
USER05152,女,19,普通
USER05153,男,19,普通
USER05154,男,46,会员
USER05155,男,59,会员
USER05156,女,33,普通
USER05157,男,46,普通
USER05158,女,47,会员
USER05159,女,31,普通
USER05160,女,21,普通
USER05161,男,58,会员
USER05162,女,41,普通
USER05163,女,42,会员
USER05164,女,22,普通
USER05165,女,50,普通
USER05166,男,48,普通
USER05167,女,30,普通
USER05168,男,18,会员
USER05169,男,65,会员
USER05170,女,21,普通
USER05171,男,58,普通
USER05172,男,46,普通
USER05173,女,40,普通
USER05174,女,41,普通
USER05175,男,46,会员
USER05176,女,50,普通
USER05177,男,27,会员
USER05178,女,39,普通
USER05179,女,64,会员
USER05180,女,27,普通
USER05181,男,23,普通
USER05182,女,43,普通
USER05183,男,37,普通
USER05184,男,30,普通
USER05185,男,44,会员
USER05186,男,45,普通
USER05187,女,31,普通
USER05188,男,28,会员
USER05189,女,64,普通
USER05190,男,32,普通
USER05191,男,61,普通
USER05192,男,60,普通
USER05193,女,57,会员
USER05194,女,48,会员
USER05195,女,54,普通
USER05196,女,58,普通
USER05197,男,60,普通
USER05198,女,56,会员
USER05199,男,32,会员
USER05200,女,48,普通
USER05201,女,49,会员
USER05202,女,21,会员
USER05203,女,34,普通
USER05204,男,53,普通
USER05205,男,33,普通
USER05206,男,24,普通
USER05207,女,44,会员
USER05208,女,54,普通
USER05209,男,33,普通
USER05210,女,60,普通
USER05211,女,21,普通
USER05212,女,27,普通
USER05213,男,39,会员
USER05214,男,37,普通
USER05215,女,43,普通
USER05216,女,45,会员
USER05217,女,33,普通
USER05218,男,39,普通
USER05219,女,55,普通
USER05220,男,24,普通
USER05221,男,27,普通
USER05222,女,23,会员
USER05223,男,21,普通
USER05224,男,20,普通
USER05225,女,61,普通
USER05226,女,60,普通
USER05227,男,28,会员
USER05228,女,24,普通
USER05229,男,20,普通
USER05230,男,28,会员
USER05231,女,24,普通
USER05232,女,57,会员
USER05233,男,57,普通
USER05234,男,47,普通
USER05235,女,28,普通
USER05236,男,49,普通
USER05237,女,20,普通
USER05238,女,60,普通
USER05239,女,46,普通
USER05240,女,36,普通
USER05241,女,44,会员
USER05242,男,37,普通
USER05243,男,33,普通
USER05244,男,20,普通
USER05245,男,27,普通
USER05246,女,26,普通
USER05247,男,36,会员
USER05248,女,55,普通
USER05249,女,45,普通
USER05250,女,63,普通
USER05251,女,59,普通
USER05252,男,43,普通
USER05253,男,21,普通
USER05254,女,42,普通
USER05255,女,47,普通
USER05256,女,63,会员
USER05257,女,26,会员
USER05258,女,60,普通
USER05259,男,18,会员
USER05260,男,34,普通
USER05261,女,39,普通
USER05262,男,33,普通
USER05263,女,35,会员
USER05264,男,44,普通
USER05265,男,58,普通
USER05266,女,57,普通
USER05267,男,24,普通
USER05268,男,31,普通
USER05269,女,51,普通
USER05270,男,45,会员
USER05271,男,47,会员
USER05272,女,52,会员
USER05273,女,20,普通
USER05274,男,44,普通
USER05275,男,48,会员
USER05276,女,47,会员
USER05277,男,38,会员
USER05278,男,46,普通
USER05279,男,32,普通
USER05280,女,43,普通
USER05281,男,20,普通
USER05282,女,33,普通
USER05283,女,21,会员
USER05284,女,52,会员
USER05285,女,19,普通
USER05286,女,56,普通
USER05287,女,55,普通
USER05288,女,25,会员
USER05289,女,53,会员
USER05290,男,52,普通
USER05291,男,61,普通
USER05292,女,59,普通
USER05293,女,19,普通
USER05294,女,28,普通
USER05295,女,44,普通
USER05296,女,31,会员
USER05297,女,24,会员
USER05298,女,37,会员
USER05299,男,22,会员
USER05300,男,18,会员
USER05301,男,35,会员
USER05302,男,46,普通
USER05303,女,50,普通
USER05304,女,23,普通
USER05305,男,40,普通
USER05306,男,52,会员
USER05307,男,57,会员
USER05308,男,22,普通
USER05309,女,28,普通
USER05310,男,48,会员
USER05311,女,19,普通
USER05312,女,45,普通
USER05313,女,31,普通
USER05314,女,55,会员
USER05315,男,65,普通
USER05316,女,53,会员
USER05317,女,38,普通
USER05318,男,20,普通
USER05319,男,18,普通
USER05320,男,60,会员
USER05321,女,44,会员
USER05322,男,38,会员
USER05323,男,26,会员
USER05324,男,55,普通
USER05325,女,53,会员
USER05326,女,25,普通
USER05327,男,58,普通
USER05328,女,52,会员
USER05329,女,20,会员
USER05330,男,37,普通
USER05331,男,62,普通
USER05332,女,27,普通
USER05333,女,22,会员
USER05334,女,22,普通
USER05335,女,44,普通
USER05336,女,38,普通
USER05337,男,26,会员
USER05338,男,41,普通
USER05339,女,39,普通
USER05340,男,29,普通
USER05341,男,32,普通
USER05342,女,53,会员
USER05343,男,63,普通
USER05344,女,53,普通
USER05345,男,43,会员
USER05346,男,37,会员
USER05347,女,23,普通
USER05348,女,65,普通
USER05349,男,24,会员
USER05350,男,24,会员
USER05351,男,48,会员
USER05352,女,52,普通
USER05353,男,55,会员
USER05354,男,23,普通
USER05355,男,59,会员
USER05356,男,58,会员
USER05357,女,31,会员
USER05358,男,28,会员
USER05359,男,44,普通
USER05360,女,54,会员
USER05361,男,49,普通
USER05362,男,45,普通
USER05363,女,30,会员
USER05364,女,40,普通
USER05365,女,55,普通
USER05366,男,57,会员
USER05367,男,63,普通
USER05368,女,18,会员
USER05369,女,55,普通
USER05370,女,62,普通
USER05371,男,59,普通
USER05372,男,26,会员
USER05373,男,33,会员
USER05374,男,61,普通
USER05375,男,35,会员
USER05376,男,59,普通
USER05377,男,62,普通
USER05378,男,39,普通
USER05379,男,27,会员
USER05380,男,41,普通
USER05381,女,42,普通
USER05382,女,46,普通
USER05383,男,31,普通
USER05384,男,60,会员
USER05385,男,49,普通
USER05386,女,45,普通
USER05387,男,45,普通
USER05388,男,21,会员
USER05389,女,31,普通
USER05390,女,27,普通
USER05391,男,45,会员
USER05392,女,51,普通
USER05393,女,40,普通
USER05394,男,46,普通
USER05395,女,48,会员
USER05396,女,28,普通
USER05397,女,26,普通
USER05398,男,59,普通
USER05399,男,53,普通
USER05400,男,25,普通
USER05401,女,51,普通
USER05402,男,35,会员
USER05403,女,65,普通
USER05404,男,54,会员
USER05405,男,33,会员
USER05406,女,33,会员
USER05407,男,58,普通
USER05408,男,27,会员
USER05409,女,62,会员
USER05410,女,54,普通
USER05411,女,30,普通
USER05412,女,64,会员
USER05413,女,62,会员
USER05414,男,58,普通
USER05415,女,24,普通
USER05416,男,33,普通
USER05417,女,40,普通
USER05418,男,52,普通
USER05419,男,45,会员
USER05420,男,62,普通
USER05421,男,32,普通
USER05422,男,31,普通
USER05423,男,24,普通
USER05424,女,63,普通
USER05425,男,31,普通
USER05426,男,34,普通
USER05427,女,25,会员
USER05428,女,31,普通
USER05429,男,57,普通
USER05430,女,56,普通
USER05431,男,20,普通
USER05432,女,52,普通
USER05433,男,49,会员
USER05434,男,44,会员
USER05435,男,23,普通
USER05436,男,54,普通
USER05437,女,62,普通
USER05438,女,46,普通
USER05439,男,19,会员
USER05440,男,60,普通
USER05441,男,28,普通
USER05442,男,64,普通
USER05443,男,30,普通
USER05444,女,21,普通
USER05445,男,57,普通
USER05446,男,64,会员
USER05447,男,41,普通
USER05448,女,61,普通
USER05449,男,28,普通
USER05450,男,28,普通
USER05451,男,61,会员
USER05452,女,24,普通
USER05453,男,31,普通
USER05454,女,24,普通
USER05455,男,35,会员
USER05456,女,46,普通
USER05457,男,46,普通
USER05458,女,35,普通
USER05459,男,64,会员
USER05460,男,30,普通
USER05461,女,52,普通
USER05462,男,55,普通
USER05463,男,21,普通
USER05464,男,53,普通
USER05465,男,21,普通
USER05466,男,26,普通
USER05467,男,50,会员
USER05468,男,33,普通
USER05469,男,39,普通
USER05470,男,34,普通
USER05471,男,29,普通
USER05472,女,31,普通
USER05473,男,62,普通
USER05474,男,57,普通
USER05475,女,64,普通
USER05476,男,65,会员
USER05477,女,28,普通
USER05478,女,19,普通
USER05479,男,19,会员
USER05480,男,64,普通
USER05481,女,28,会员
USER05482,男,23,普通
USER05483,女,24,普通
USER05484,女,21,会员
USER05485,男,64,普通
USER05486,女,38,普通
USER05487,男,50,普通
USER05488,女,34,普通
USER05489,男,56,普通
USER05490,女,36,普通
USER05491,男,27,普通
USER05492,女,50,普通
USER05493,男,38,普通
USER05494,男,50,普通
USER05495,男,20,普通
USER05496,男,60,普通
USER05497,男,42,普通
USER05498,女,23,普通
USER05499,女,51,普通
USER05500,女,54,普通
USER05501,女,27,会员
USER05502,男,38,普通
USER05503,男,41,普通
USER05504,男,54,普通
USER05505,男,53,会员
USER05506,女,21,普通
USER05507,男,44,普通
USER05508,女,57,普通
USER05509,男,57,会员
USER05510,男,26,普通
USER05511,女,21,会员
USER05512,女,34,会员
USER05513,男,53,会员
USER05514,男,34,普通
USER05515,女,59,普通
USER05516,女,49,会员
USER05517,男,51,普通
USER05518,男,51,普通
USER05519,女,35,普通
USER05520,男,27,普通
USER05521,女,64,普通
USER05522,女,44,普通
USER05523,男,33,会员
USER05524,男,41,会员
USER05525,女,31,普通
USER05526,女,23,普通
USER05527,男,42,普通
USER05528,女,28,普通
USER05529,女,36,会员
USER05530,男,29,普通
USER05531,男,64,普通
USER05532,女,52,普通
USER05533,女,30,会员
USER05534,男,60,普通
USER05535,女,37,普通
USER05536,女,36,普通
USER05537,男,32,会员
USER05538,女,33,普通
USER05539,男,35,普通
USER05540,男,47,普通
USER05541,男,61,普通
USER05542,男,36,普通
USER05543,男,36,普通
USER05544,男,31,会员
USER05545,女,30,会员
USER05546,女,55,普通
USER05547,男,43,会员
USER05548,男,24,普通
USER05549,女,51,普通
USER05550,男,52,普通
USER05551,男,33,普通
USER05552,男,49,普通
USER05553,女,59,普通
USER05554,男,20,会员
USER05555,男,64,普通
USER05556,男,57,会员
USER05557,女,38,会员
USER05558,男,47,会员
USER05559,女,53,会员
USER05560,男,18,会员
USER05561,男,19,会员
USER05562,男,55,普通
USER05563,女,25,普通
USER05564,男,33,普通
USER05565,女,48,普通
USER05566,女,34,会员
USER05567,男,64,会员
USER05568,男,57,普通
USER05569,女,41,普通
USER05570,女,26,会员
USER05571,男,37,普通
USER05572,男,51,普通
USER05573,女,24,普通
USER05574,男,32,普通
USER05575,女,39,会员
USER05576,男,44,普通
USER05577,男,31,普通
USER05578,男,22,普通
USER05579,女,39,普通
USER05580,男,23,普通
USER05581,男,62,会员
USER05582,女,26,普通
USER05583,女,65,普通
USER05584,女,58,普通
USER05585,女,33,普通
USER05586,女,45,普通
USER05587,男,51,普通
USER05588,男,65,普通
USER05589,男,20,会员
USER05590,男,51,会员
USER05591,女,42,普通
USER05592,男,19,普通
USER05593,女,22,普通
USER05594,男,24,会员
USER05595,男,34,会员
USER05596,女,21,会员
USER05597,男,45,普通
USER05598,女,58,会员
USER05599,女,53,普通
USER05600,男,57,普通
USER05601,女,36,会员
USER05602,男,25,普通
USER05603,男,51,会员
USER05604,男,39,普通
USER05605,女,60,会员
USER05606,男,44,普通
USER05607,男,59,普通
USER05608,男,21,普通
USER05609,女,46,普通
USER05610,男,56,会员
USER05611,女,54,普通
USER05612,男,36,普通
USER05613,男,19,会员
USER05614,女,34,普通
USER05615,男,43,会员
USER05616,女,57,普通
USER05617,女,60,普通
USER05618,女,23,会员
USER05619,女,27,普通
USER05620,女,55,普通
USER05621,男,27,普通
USER05622,男,36,普通
USER05623,女,54,普通
USER05624,男,29,会员
USER05625,男,29,会员
USER05626,男,36,会员
USER05627,女,43,普通
USER05628,男,44,普通
USER05629,男,53,普通
USER05630,女,58,普通
USER05631,女,19,普通
USER05632,男,65,普通
USER05633,男,51,普通
USER05634,女,60,普通
USER05635,女,59,普通
USER05636,男,60,会员
USER05637,男,36,会员
USER05638,女,44,会员
USER05639,男,27,会员
USER05640,女,39,普通
USER05641,男,43,普通
USER05642,女,52,普通
USER05643,女,60,普通
USER05644,女,54,普通
USER05645,女,58,普通
USER05646,男,18,普通
USER05647,女,24,普通
USER05648,男,30,会员
USER05649,女,54,普通
USER05650,男,34,会员
USER05651,女,43,普通
USER05652,男,55,会员
USER05653,女,50,普通
USER05654,男,19,会员
USER05655,男,48,会员
USER05656,男,18,普通
USER05657,女,56,普通
USER05658,女,22,会员
USER05659,男,42,普通
USER05660,男,23,普通
USER05661,女,19,普通
USER05662,男,42,普通
USER05663,女,23,普通
USER05664,男,65,普通
USER05665,女,44,会员
USER05666,男,55,会员
USER05667,女,58,普通
USER05668,女,32,普通
USER05669,女,19,会员
USER05670,女,46,普通
USER05671,女,28,普通
USER05672,女,26,会员
USER05673,女,60,普通
USER05674,男,40,普通
USER05675,男,65,会员
USER05676,女,42,会员
USER05677,男,54,普通
USER05678,男,34,普通
USER05679,女,22,会员
USER05680,男,30,普通
USER05681,男,26,会员
USER05682,女,40,会员
USER05683,男,30,普通
USER05684,女,24,普通
USER05685,男,47,普通
USER05686,男,61,普通
USER05687,男,18,普通
USER05688,男,45,普通
USER05689,女,26,普通
USER05690,女,42,普通
USER05691,男,46,普通
USER05692,女,37,普通
USER05693,男,64,会员
USER05694,女,21,普通
USER05695,女,36,普通
USER05696,男,45,普通
USER05697,男,33,普通
USER05698,女,24,普通
USER05699,男,27,会员
USER05700,女,60,普通
USER05701,男,22,普通
USER05702,男,58,普通
USER05703,女,55,普通
USER05704,男,24,普通
USER05705,女,51,会员
USER05706,女,28,普通
USER05707,女,65,会员
USER05708,女,32,会员
USER05709,男,52,普通
USER05710,男,50,普通
USER05711,女,44,普通
USER05712,男,54,会员
USER05713,男,49,会员
USER05714,女,43,普通
USER05715,男,47,普通
USER05716,男,43,会员
USER05717,女,33,会员
USER05718,男,18,普通
USER05719,男,42,普通
USER05720,男,60,会员
USER05721,男,32,普通
USER05722,女,61,普通
USER05723,女,61,会员
USER05724,女,18,会员
USER05725,女,24,普通
USER05726,女,54,普通
USER05727,男,51,普通
USER05728,男,22,会员
USER05729,男,38,普通
USER05730,女,56,会员
USER05731,女,33,普通
USER05732,女,52,会员
USER05733,男,26,会员
USER05734,男,39,会员
USER05735,男,60,会员
USER05736,女,64,普通
USER05737,女,50,会员
USER05738,男,37,会员
USER05739,女,65,普通
USER05740,男,59,普通
USER05741,女,46,普通
USER05742,女,20,普通
USER05743,女,23,普通
USER05744,男,33,会员
USER05745,女,46,普通
USER05746,男,52,会员
USER05747,男,19,会员
USER05748,女,35,普通
USER05749,男,57,普通
USER05750,女,49,普通
USER05751,女,42,普通
USER05752,女,50,普通
USER05753,男,26,普通
USER05754,男,49,会员
USER05755,男,59,普通
USER05756,男,43,普通
USER05757,男,41,普通
USER05758,女,19,普通
USER05759,女,42,普通
USER05760,女,61,普通
USER05761,男,19,普通
USER05762,男,35,会员
USER05763,男,65,普通
USER05764,女,35,普通
USER05765,女,47,普通
USER05766,男,26,普通
USER05767,女,29,普通
USER05768,男,61,普通
USER05769,女,43,会员
USER05770,男,30,普通
USER05771,男,39,普通
USER05772,女,23,普通
USER05773,女,29,普通
USER05774,女,64,会员
USER05775,女,29,会员
USER05776,女,42,普通
USER05777,男,43,会员
USER05778,男,62,普通
USER05779,女,24,普通
USER05780,男,53,会员
USER05781,女,41,普通
USER05782,女,51,普通
USER05783,女,53,普通
USER05784,女,49,会员
USER05785,女,34,普通
USER05786,男,37,普通
USER05787,男,61,会员
USER05788,男,25,会员
USER05789,女,28,普通
USER05790,女,55,普通
USER05791,男,23,会员
USER05792,男,43,普通
USER05793,女,36,普通
USER05794,女,38,普通
USER05795,男,64,普通
USER05796,男,44,普通
USER05797,男,33,会员
USER05798,女,38,普通
USER05799,女,27,普通
USER05800,男,36,会员
USER05801,男,20,会员
USER05802,男,47,普通
USER05803,男,62,普通
USER05804,女,53,普通
USER05805,男,48,普通
USER05806,女,26,普通
USER05807,女,43,普通
USER05808,男,39,普通
USER05809,女,44,普通
USER05810,女,55,普通
USER05811,女,52,普通
USER05812,女,28,普通
USER05813,女,50,普通
USER05814,女,52,普通
USER05815,女,41,会员
USER05816,女,63,会员
USER05817,女,29,普通
USER05818,女,57,会员
USER05819,男,62,普通
USER05820,女,19,普通
USER05821,男,20,普通
USER05822,女,41,普通
USER05823,男,22,会员
USER05824,男,59,会员
USER05825,男,38,会员
USER05826,男,31,普通
USER05827,女,48,普通
USER05828,男,58,普通
USER05829,男,61,普通
USER05830,女,36,会员
USER05831,女,42,普通
USER05832,女,27,普通
USER05833,男,45,普通
USER05834,女,64,会员
USER05835,女,27,会员
USER05836,男,41,会员
USER05837,男,41,普通
USER05838,男,51,普通
USER05839,男,63,普通
USER05840,男,65,普通
USER05841,男,26,普通
USER05842,男,59,普通
USER05843,女,57,普通
USER05844,女,65,普通
USER05845,男,51,普通
USER05846,女,49,普通
USER05847,女,40,普通
USER05848,男,48,普通
USER05849,男,60,普通
USER05850,男,40,普通
USER05851,女,34,会员
USER05852,女,53,普通
USER05853,女,26,普通
USER05854,男,38,普通
USER05855,男,50,会员
USER05856,女,42,会员
USER05857,男,64,普通
USER05858,男,53,会员
USER05859,女,25,普通
USER05860,男,22,普通
USER05861,男,30,普通
USER05862,男,54,普通
USER05863,男,19,普通
USER05864,男,27,普通
USER05865,男,65,普通
USER05866,男,24,会员
USER05867,女,60,会员
USER05868,男,58,普通
USER05869,男,33,会员
USER05870,女,59,普通
USER05871,男,54,会员
USER05872,男,38,普通
USER05873,女,35,普通
USER05874,女,64,普通
USER05875,女,32,普通
USER05876,女,36,普通
USER05877,男,54,普通
USER05878,女,54,会员
USER05879,女,57,会员
USER05880,男,29,会员
USER05881,女,18,普通
USER05882,男,46,普通
USER05883,男,39,普通
USER05884,女,51,会员
USER05885,男,31,普通
USER05886,女,26,普通
USER05887,男,26,普通
USER05888,男,26,会员
USER05889,女,64,会员
USER05890,男,53,普通
USER05891,男,20,普通
USER05892,女,56,会员
USER05893,女,51,普通
USER05894,女,40,普通
USER05895,女,60,普通
USER05896,男,33,普通
USER05897,女,21,会员
USER05898,男,30,普通
USER05899,女,33,会员
USER05900,男,54,会员
USER05901,女,25,普通
USER05902,女,28,会员
USER05903,男,19,会员
USER05904,男,64,会员
USER05905,女,60,普通
USER05906,女,30,普通
USER05907,男,21,普通
USER05908,男,18,普通
USER05909,女,23,普通
USER05910,女,23,普通
USER05911,男,27,普通
USER05912,男,64,普通
USER05913,男,28,普通
USER05914,女,44,普通
USER05915,男,21,普通
USER05916,男,25,普通
USER05917,女,24,普通
USER05918,男,20,普通
USER05919,男,46,普通
USER05920,女,60,会员
USER05921,女,33,普通
USER05922,男,20,普通
USER05923,男,45,普通
USER05924,男,52,普通
USER05925,男,47,普通
USER05926,女,51,普通
USER05927,女,29,普通
USER05928,女,19,会员
USER05929,女,58,普通
USER05930,女,18,普通
USER05931,女,26,普通
USER05932,女,42,普通
USER05933,男,62,会员
USER05934,女,64,普通
USER05935,男,65,会员
USER05936,男,31,会员
USER05937,女,26,会员
USER05938,女,19,会员
USER05939,男,47,普通
USER05940,女,30,普通
USER05941,女,53,普通
USER05942,女,42,普通
USER05943,男,31,会员
USER05944,女,22,会员
USER05945,男,19,普通
USER05946,女,21,普通
USER05947,女,57,普通
USER05948,男,53,普通
USER05949,男,28,普通
USER05950,男,46,会员
USER05951,男,45,普通
USER05952,男,44,普通
USER05953,男,36,普通
USER05954,男,39,普通
USER05955,男,61,普通
USER05956,男,32,会员
USER05957,女,20,普通
USER05958,男,19,普通
USER05959,女,49,普通
USER05960,女,41,普通
USER05961,女,57,普通
USER05962,女,55,普通
USER05963,女,41,普通
USER05964,男,33,普通
USER05965,男,26,会员
USER05966,女,47,普通
USER05967,男,20,普通
USER05968,男,50,普通
USER05969,男,19,会员
USER05970,女,53,普通
USER05971,女,43,普通
USER05972,男,49,普通
USER05973,男,52,普通
USER05974,男,64,普通
USER05975,女,24,普通
USER05976,男,64,普通
USER05977,女,63,普通
USER05978,男,30,普通
USER05979,女,46,普通
USER05980,男,47,会员
USER05981,女,23,会员
USER05982,女,41,会员
USER05983,女,49,普通
USER05984,女,29,普通
USER05985,男,19,普通
USER05986,女,29,普通
USER05987,女,46,普通
USER05988,女,56,普通
USER05989,男,31,普通
USER05990,男,39,普通
USER05991,男,56,普通
USER05992,女,34,会员
USER05993,女,45,会员
USER05994,男,40,普通
USER05995,男,26,普通
USER05996,女,19,普通
USER05997,女,43,普通
USER05998,男,37,会员
USER05999,男,22,会员
USER06000,男,46,普通
USER06001,女,25,会员
USER06002,男,19,会员
USER06003,女,55,普通
USER06004,男,63,普通
USER06005,女,54,普通
USER06006,男,60,会员
USER06007,男,38,会员
USER06008,男,34,普通
USER06009,男,55,普通
USER06010,女,43,会员
USER06011,女,58,普通
