bike_id,bike_type,status
BIKE01994,普通车,正常
BIKE01995,普通车,正常
BIKE01996,助力车,正常
BIKE01997,普通车,正常
BIKE01998,普通车,正常
BIKE01999,普通车,正常
BIKE02000,助力车,正常
BIKE02001,普通车,正常
BIKE02002,助力车,正常
BIKE02003,助力车,正常
BIKE02004,助力车,正常
BIKE02005,助力车,维修
BIKE02006,助力车,正常
BIKE02007,助力车,正常
BIKE02008,普通车,正常
BIKE02009,普通车,正常
BIKE02010,助力车,正常
BIKE02011,助力车,正常
BIKE02012,助力车,正常
BIKE02013,普通车,正常
BIKE02014,普通车,正常
BIKE02015,普通车,正常
BIKE02016,普通车,正常
BIKE02017,普通车,正常
BIKE02018,普通车,正常
BIKE02019,普通车,正常
BIKE02020,助力车,正常
BIKE02021,普通车,正常
BIKE02022,普通车,正常
BIKE02023,普通车,正常
BIKE02024,普通车,维修
BIKE02025,普通车,正常
BIKE02026,普通车,维修
BIKE02027,助力车,正常
BIKE02028,助力车,正常
BIKE02029,普通车,正常
BIKE02030,普通车,正常
BIKE02031,助力车,正常
BIKE02032,普通车,正常
BIKE02033,普通车,正常
BIKE02034,助力车,正常
BIKE02035,助力车,维修
BIKE02036,普通车,正常
BIKE02037,助力车,维修
BIKE02038,助力车,正常
BIKE02039,普通车,正常
BIKE02040,普通车,正常
BIKE02041,普通车,维修
BIKE02042,助力车,正常
BIKE02043,助力车,正常
BIKE02044,助力车,正常
BIKE02045,助力车,正常
BIKE02046,普通车,正常
BIKE02047,助力车,正常
BIKE02048,普通车,正常
BIKE02049,普通车,正常
BIKE02050,助力车,正常
BIKE02051,助力车,正常
BIKE02052,普通车,正常
BIKE02053,助力车,正常
BIKE02054,助力车,正常
BIKE02055,普通车,正常
BIKE02056,普通车,维修
BIKE02057,助力车,正常
BIKE02058,普通车,正常
BIKE02059,普通车,正常
BIKE02060,助力车,正常
BIKE02061,普通车,正常
BIKE02062,普通车,正常
BIKE02063,普通车,正常
BIKE02064,普通车,正常
BIKE02065,普通车,正常
BIKE02066,助力车,正常
BIKE02067,助力车,正常
BIKE02068,助力车,正常
BIKE02069,助力车,正常
BIKE02070,普通车,正常
BIKE02071,助力车,正常
BIKE02072,普通车,正常
BIKE02073,普通车,正常
BIKE02074,普通车,正常
BIKE02075,普通车,正常
BIKE02076,普通车,正常
BIKE02077,普通车,正常
BIKE02078,普通车,正常
BIKE02079,普通车,正常
BIKE02080,助力车,正常
BIKE02081,普通车,正常
BIKE02082,普通车,正常
BIKE02083,普通车,维修
BIKE02084,普通车,正常
BIKE02085,助力车,正常
BIKE02086,普通车,正常
BIKE02087,普通车,正常
BIKE02088,助力车,维修
BIKE02089,普通车,维修
BIKE02090,普通车,维修
BIKE02091,助力车,正常
BIKE02092,普通车,正常
BIKE02093,助力车,正常
BIKE02094,助力车,正常
BIKE02095,普通车,正常
BIKE02096,助力车,正常
BIKE02097,普通车,维修
BIKE02098,普通车,正常
BIKE02099,普通车,维修
BIKE02100,普通车,正常
BIKE02101,普通车,正常
BIKE02102,普通车,正常
BIKE02103,助力车,正常
BIKE02104,普通车,正常
BIKE02105,助力车,正常
BIKE02106,普通车,正常
BIKE02107,普通车,正常
BIKE02108,助力车,正常
BIKE02109,助力车,正常
BIKE02110,普通车,正常
BIKE02111,助力车,正常
BIKE02112,助力车,正常
BIKE02113,普通车,正常
BIKE02114,助力车,维修
BIKE02115,普通车,正常
BIKE02116,普通车,正常
BIKE02117,普通车,正常
BIKE02118,普通车,正常
BIKE02119,普通车,正常
BIKE02120,普通车,正常
BIKE02121,助力车,正常
BIKE02122,普通车,正常
BIKE02123,普通车,维修
BIKE02124,普通车,正常
BIKE02125,普通车,正常
BIKE02126,普通车,正常
BIKE02127,助力车,正常
BIKE02128,普通车,维修
BIKE02129,普通车,正常
BIKE02130,助力车,正常
BIKE02131,普通车,正常
BIKE02132,助力车,正常
BIKE02133,普通车,正常
BIKE02134,普通车,正常
BIKE02135,助力车,正常
BIKE02136,助力车,正常
BIKE02137,普通车,正常
BIKE02138,普通车,正常
BIKE02139,普通车,正常
BIKE02140,普通车,正常
BIKE02141,普通车,正常
BIKE02142,普通车,维修
BIKE02143,普通车,维修
BIKE02144,普通车,维修
BIKE02145,普通车,正常
BIKE02146,普通车,正常
BIKE02147,普通车,正常
BIKE02148,普通车,正常
BIKE02149,普通车,正常
BIKE02150,普通车,正常
BIKE02151,普通车,正常
BIKE02152,普通车,正常
BIKE02153,普通车,维修
BIKE02154,普通车,正常
BIKE02155,普通车,正常
BIKE02156,助力车,正常
BIKE02157,普通车,正常
BIKE02158,普通车,正常
BIKE02159,助力车,正常
BIKE02160,普通车,正常
BIKE02161,普通车,正常
BIKE02162,助力车,正常
BIKE02163,普通车,正常
BIKE02164,助力车,正常
BIKE02165,助力车,正常
BIKE02166,普通车,正常
BIKE02167,助力车,正常
BIKE02168,普通车,正常
BIKE02169,普通车,正常
BIKE02170,助力车,正常
BIKE02171,普通车,正常
BIKE02172,普通车,正常
BIKE02173,普通车,正常
BIKE02174,普通车,正常
BIKE02175,助力车,正常
BIKE02176,普通车,正常
BIKE02177,助力车,正常
BIKE02178,普通车,正常
BIKE02179,普通车,正常
BIKE02180,助力车,正常
BIKE02181,助力车,正常
BIKE02182,普通车,正常
BIKE02183,助力车,正常
BIKE02184,普通车,正常
BIKE02185,助力车,正常
BIKE02186,普通车,正常
BIKE02187,普通车,维修
BIKE02188,助力车,正常
BIKE02189,普通车,正常
BIKE02190,普通车,损坏
BIKE02191,助力车,正常
BIKE02192,普通车,正常
BIKE02193,助力车,正常
BIKE02194,助力车,正常
BIKE02195,普通车,正常
BIKE02196,助力车,正常
BIKE02197,助力车,正常
BIKE02198,助力车,正常
BIKE02199,普通车,正常
BIKE02200,助力车,正常
BIKE02201,普通车,正常
BIKE02202,助力车,正常
BIKE02203,普通车,正常
BIKE02204,普通车,正常
BIKE02205,普通车,正常
BIKE02206,普通车,正常
BIKE02207,普通车,维修
BIKE02208,普通车,正常
BIKE02209,普通车,正常
BIKE02210,普通车,正常
BIKE02211,助力车,正常
BIKE02212,普通车,正常
BIKE02213,普通车,维修
BIKE02214,普通车,正常
BIKE02215,助力车,正常
BIKE02216,普通车,正常
BIKE02217,助力车,正常
BIKE02218,普通车,正常
BIKE02219,普通车,正常
BIKE02220,普通车,正常
BIKE02221,助力车,维修
BIKE02222,普通车,正常
BIKE02223,普通车,维修
BIKE02224,普通车,正常
BIKE02225,普通车,正常
BIKE02226,普通车,维修
BIKE02227,助力车,正常
BIKE02228,普通车,正常
BIKE02229,普通车,维修
BIKE02230,普通车,正常
BIKE02231,助力车,正常
BIKE02232,普通车,正常
BIKE02233,助力车,正常
BIKE02234,助力车,正常
BIKE02235,普通车,正常
BIKE02236,普通车,正常
BIKE02237,普通车,正常
BIKE02238,普通车,正常
BIKE02239,普通车,正常
BIKE02240,普通车,正常
BIKE02241,普通车,正常
BIKE02242,普通车,正常
BIKE02243,普通车,正常
BIKE02244,助力车,正常
BIKE02245,普通车,正常
BIKE02246,普通车,正常
BIKE02247,普通车,正常
BIKE02248,助力车,正常
BIKE02249,普通车,正常
BIKE02250,普通车,正常
BIKE02251,普通车,维修
BIKE02252,普通车,正常
BIKE02253,普通车,正常
BIKE02254,普通车,正常
BIKE02255,普通车,正常
BIKE02256,助力车,正常
BIKE02257,普通车,正常
BIKE02258,普通车,维修
BIKE02259,普通车,正常
BIKE02260,普通车,正常
BIKE02261,普通车,正常
BIKE02262,普通车,正常
BIKE02263,普通车,正常
BIKE02264,普通车,正常
BIKE02265,普通车,正常
BIKE02266,普通车,正常
BIKE02267,助力车,正常
BIKE02268,助力车,正常
BIKE02269,助力车,正常
BIKE02270,助力车,正常
BIKE02271,普通车,正常
BIKE02272,普通车,正常
BIKE02273,普通车,正常
BIKE02274,助力车,正常
BIKE02275,普通车,正常
BIKE02276,助力车,正常
BIKE02277,普通车,维修
BIKE02278,助力车,损坏
BIKE02279,助力车,正常
BIKE02280,普通车,维修
BIKE02281,助力车,正常
BIKE02282,普通车,正常
BIKE02283,助力车,正常
BIKE02284,普通车,正常
BIKE02285,助力车,维修
BIKE02286,助力车,正常
BIKE02287,普通车,正常
BIKE02288,普通车,正常
BIKE02289,普通车,正常
BIKE02290,助力车,维修
BIKE02291,普通车,正常
BIKE02292,普通车,正常
BIKE02293,助力车,正常
BIKE02294,助力车,维修
BIKE02295,普通车,正常
BIKE02296,普通车,正常
BIKE02297,普通车,正常
BIKE02298,普通车,正常
BIKE02299,普通车,正常
BIKE02300,普通车,正常
BIKE02301,普通车,正常
BIKE02302,助力车,正常
BIKE02303,普通车,正常
BIKE02304,普通车,正常
BIKE02305,普通车,正常
BIKE02306,普通车,正常
BIKE02307,助力车,正常
BIKE02308,普通车,正常
BIKE02309,普通车,正常
BIKE02310,普通车,正常
BIKE02311,普通车,损坏
BIKE02312,助力车,正常
BIKE02313,助力车,正常
BIKE02314,助力车,正常
BIKE02315,普通车,损坏
BIKE02316,普通车,正常
BIKE02317,普通车,正常
BIKE02318,助力车,正常
BIKE02319,普通车,正常
BIKE02320,普通车,维修
BIKE02321,助力车,正常
BIKE02322,助力车,正常
BIKE02323,普通车,正常
BIKE02324,普通车,正常
BIKE02325,普通车,正常
BIKE02326,助力车,正常
BIKE02327,助力车,正常
BIKE02328,助力车,正常
BIKE02329,普通车,正常
BIKE02330,助力车,正常
BIKE02331,助力车,正常
BIKE02332,普通车,正常
BIKE02333,普通车,正常
BIKE02334,普通车,损坏
BIKE02335,助力车,正常
BIKE02336,助力车,正常
BIKE02337,普通车,正常
BIKE02338,助力车,正常
BIKE02339,普通车,正常
BIKE02340,普通车,正常
BIKE02341,助力车,维修
BIKE02342,普通车,正常
BIKE02343,普通车,正常
BIKE02344,助力车,正常
BIKE02345,普通车,损坏
BIKE02346,普通车,正常
BIKE02347,普通车,正常
BIKE02348,普通车,正常
BIKE02349,普通车,正常
BIKE02350,普通车,正常
BIKE02351,普通车,正常
BIKE02352,普通车,正常
BIKE02353,助力车,维修
BIKE02354,普通车,正常
BIKE02355,助力车,正常
BIKE02356,普通车,正常
BIKE02357,普通车,维修
BIKE02358,助力车,正常
BIKE02359,普通车,正常
BIKE02360,助力车,正常
BIKE02361,助力车,正常
BIKE02362,普通车,维修
BIKE02363,助力车,正常
BIKE02364,助力车,维修
BIKE02365,普通车,正常
BIKE02366,普通车,正常
BIKE02367,助力车,正常
BIKE02368,助力车,正常
BIKE02369,普通车,正常
BIKE02370,普通车,正常
BIKE02371,普通车,正常
BIKE02372,普通车,正常
BIKE02373,普通车,正常
BIKE02374,助力车,维修
BIKE02375,普通车,正常
BIKE02376,普通车,正常
BIKE02377,普通车,正常
BIKE02378,普通车,正常
BIKE02379,普通车,正常
BIKE02380,助力车,正常
BIKE02381,普通车,正常
BIKE02382,助力车,正常
BIKE02383,普通车,正常
BIKE02384,普通车,正常
BIKE02385,普通车,正常
BIKE02386,助力车,正常
BIKE02387,普通车,正常
BIKE02388,助力车,正常
BIKE02389,助力车,正常
BIKE02390,普通车,正常
BIKE02391,普通车,正常
BIKE02392,普通车,正常
BIKE02393,普通车,正常
BIKE02394,助力车,正常
BIKE02395,普通车,正常
BIKE02396,助力车,正常
BIKE02397,普通车,正常
BIKE02398,普通车,正常
BIKE02399,助力车,正常
BIKE02400,普通车,正常
BIKE02401,普通车,正常
BIKE02402,助力车,正常
BIKE02403,助力车,正常
BIKE02404,普通车,正常
BIKE02405,普通车,正常
BIKE02406,助力车,正常
BIKE02407,普通车,正常
BIKE02408,助力车,正常
BIKE02409,普通车,正常
BIKE02410,助力车,正常
BIKE02411,普通车,维修
BIKE02412,助力车,正常
BIKE02413,普通车,正常
BIKE02414,助力车,正常
BIKE02415,普通车,正常
BIKE02416,普通车,正常
BIKE02417,普通车,正常
BIKE02418,助力车,正常
BIKE02419,普通车,正常
BIKE02420,普通车,正常
BIKE02421,助力车,正常
BIKE02422,助力车,正常
BIKE02423,普通车,正常
BIKE02424,普通车,正常
BIKE02425,普通车,正常
BIKE02426,普通车,正常
BIKE02427,助力车,正常
BIKE02428,普通车,正常
BIKE02429,助力车,正常
BIKE02430,普通车,正常
BIKE02431,助力车,正常
BIKE02432,普通车,损坏
BIKE02433,普通车,正常
BIKE02434,助力车,正常
BIKE02435,助力车,正常
BIKE02436,普通车,正常
BIKE02437,助力车,正常
BIKE02438,普通车,正常
BIKE02439,普通车,正常
BIKE02440,普通车,正常
BIKE02441,普通车,正常
BIKE02442,助力车,正常
BIKE02443,普通车,正常
BIKE02444,普通车,正常
BIKE02445,普通车,维修
BIKE02446,普通车,正常
BIKE02447,助力车,维修
BIKE02448,普通车,正常
BIKE02449,助力车,正常
BIKE02450,普通车,损坏
BIKE02451,助力车,正常
BIKE02452,普通车,正常
BIKE02453,普通车,正常
BIKE02454,助力车,正常
BIKE02455,普通车,正常
BIKE02456,普通车,正常
BIKE02457,助力车,正常
BIKE02458,普通车,正常
BIKE02459,普通车,维修
BIKE02460,助力车,正常
BIKE02461,普通车,正常
BIKE02462,普通车,正常
BIKE02463,普通车,正常
BIKE02464,普通车,正常
BIKE02465,普通车,正常
BIKE02466,助力车,正常
BIKE02467,普通车,正常
BIKE02468,助力车,正常
BIKE02469,普通车,正常
BIKE02470,助力车,正常
BIKE02471,普通车,维修
BIKE02472,普通车,正常
BIKE02473,普通车,正常
BIKE02474,普通车,正常
BIKE02475,普通车,正常
BIKE02476,助力车,正常
BIKE02477,普通车,正常
BIKE02478,助力车,正常
BIKE02479,普通车,正常
BIKE02480,普通车,正常
BIKE02481,普通车,正常
BIKE02482,普通车,正常
BIKE02483,普通车,正常
BIKE02484,普通车,正常
BIKE02485,助力车,正常
BIKE02486,普通车,正常
BIKE02487,普通车,正常
BIKE02488,助力车,正常
BIKE02489,普通车,正常
BIKE02490,助力车,正常
BIKE02491,普通车,正常
BIKE02492,助力车,正常
BIKE02493,普通车,正常
BIKE02494,普通车,正常
BIKE02495,普通车,正常
BIKE02496,普通车,正常
BIKE02497,普通车,正常
BIKE02498,普通车,正常
BIKE02499,助力车,正常
BIKE02500,普通车,正常
BIKE02501,普通车,正常
BIKE02502,普通车,正常
BIKE02503,普通车,正常
BIKE02504,普通车,维修
BIKE02505,普通车,正常
BIKE02506,普通车,正常
BIKE02507,普通车,正常
BIKE02508,普通车,正常
BIKE02509,普通车,正常
BIKE02510,普通车,正常
BIKE02511,助力车,正常
BIKE02512,普通车,正常
BIKE02513,助力车,正常
BIKE02514,普通车,正常
BIKE02515,普通车,正常
BIKE02516,普通车,正常
BIKE02517,普通车,正常
BIKE02518,普通车,正常
BIKE02519,普通车,正常
BIKE02520,普通车,正常
BIKE02521,普通车,正常
BIKE02522,助力车,正常
BIKE02523,普通车,正常
BIKE02524,普通车,正常
BIKE02525,普通车,维修
BIKE02526,普通车,正常
BIKE02527,普通车,正常
BIKE02528,助力车,正常
BIKE02529,助力车,正常
BIKE02530,普通车,正常
BIKE02531,普通车,正常
BIKE02532,助力车,正常
BIKE02533,普通车,正常
BIKE02534,普通车,维修
BIKE02535,普通车,正常
BIKE02536,普通车,正常
BIKE02537,普通车,维修
BIKE02538,普通车,正常
BIKE02539,普通车,正常
BIKE02540,普通车,正常
BIKE02541,普通车,正常
BIKE02542,普通车,正常
BIKE02543,助力车,正常
BIKE02544,助力车,正常
BIKE02545,普通车,损坏
BIKE02546,普通车,正常
BIKE02547,普通车,正常
BIKE02548,普通车,正常
BIKE02549,助力车,正常
BIKE02550,普通车,正常
BIKE02551,普通车,正常
BIKE02552,普通车,正常
BIKE02553,助力车,正常
BIKE02554,助力车,正常
BIKE02555,普通车,正常
BIKE02556,普通车,正常
BIKE02557,助力车,正常
BIKE02558,普通车,正常
BIKE02559,普通车,正常
BIKE02560,普通车,正常
BIKE02561,助力车,正常
BIKE02562,普通车,正常
BIKE02563,普通车,正常
BIKE02564,普通车,正常
BIKE02565,普通车,正常
BIKE02566,助力车,正常
BIKE02567,助力车,正常
BIKE02568,普通车,维修
BIKE02569,普通车,正常
BIKE02570,助力车,正常
BIKE02571,普通车,正常
BIKE02572,助力车,正常
BIKE02573,普通车,正常
BIKE02574,普通车,正常
BIKE02575,助力车,正常
BIKE02576,普通车,维修
BIKE02577,普通车,正常
BIKE02578,普通车,维修
BIKE02579,助力车,正常
BIKE02580,助力车,正常
BIKE02581,普通车,正常
BIKE02582,普通车,正常
BIKE02583,助力车,正常
BIKE02584,普通车,正常
BIKE02585,普通车,正常
BIKE02586,普通车,正常
BIKE02587,助力车,正常
BIKE02588,普通车,正常
BIKE02589,普通车,正常
BIKE02590,助力车,正常
BIKE02591,普通车,维修
BIKE02592,普通车,正常
BIKE02593,普通车,正常
BIKE02594,助力车,正常
BIKE02595,普通车,正常
BIKE02596,普通车,正常
BIKE02597,助力车,正常
BIKE02598,普通车,正常
BIKE02599,普通车,正常
BIKE02600,助力车,正常
BIKE02601,普通车,正常
BIKE02602,普通车,正常
BIKE02603,普通车,正常
BIKE02604,普通车,维修
BIKE02605,普通车,正常
BIKE02606,助力车,正常
BIKE02607,助力车,正常
BIKE02608,普通车,正常
BIKE02609,普通车,正常
BIKE02610,助力车,正常
BIKE02611,普通车,损坏
BIKE02612,普通车,维修
BIKE02613,普通车,正常
BIKE02614,助力车,正常
BIKE02615,普通车,正常
BIKE02616,普通车,正常
BIKE02617,普通车,正常
BIKE02618,普通车,正常
BIKE02619,助力车,正常
BIKE02620,普通车,正常
BIKE02621,普通车,正常
BIKE02622,普通车,正常
BIKE02623,普通车,正常
BIKE02624,普通车,正常
BIKE02625,普通车,正常
BIKE02626,助力车,正常
BIKE02627,普通车,正常
BIKE02628,助力车,维修
BIKE02629,普通车,正常
BIKE02630,普通车,正常
BIKE02631,普通车,正常
BIKE02632,普通车,正常
BIKE02633,助力车,正常
BIKE02634,普通车,正常
BIKE02635,普通车,维修
BIKE02636,普通车,正常
BIKE02637,普通车,维修
BIKE02638,普通车,正常
BIKE02639,普通车,正常
BIKE02640,普通车,正常
BIKE02641,普通车,正常
BIKE02642,助力车,正常
BIKE02643,普通车,正常
BIKE02644,普通车,维修
BIKE02645,助力车,维修
BIKE02646,普通车,正常
BIKE02647,普通车,正常
BIKE02648,助力车,正常
BIKE02649,助力车,正常
BIKE02650,普通车,正常
BIKE02651,普通车,正常
BIKE02652,普通车,正常
BIKE02653,普通车,正常
BIKE02654,助力车,正常
BIKE02655,普通车,维修
BIKE02656,普通车,正常
BIKE02657,助力车,维修
BIKE02658,助力车,正常
BIKE02659,助力车,正常
BIKE02660,普通车,正常
BIKE02661,普通车,正常
BIKE02662,普通车,损坏
BIKE02663,普通车,损坏
BIKE02664,普通车,维修
BIKE02665,助力车,正常
BIKE02666,普通车,正常
BIKE02667,普通车,正常
BIKE02668,普通车,正常
BIKE02669,普通车,正常
BIKE02670,助力车,正常
BIKE02671,助力车,维修
BIKE02672,普通车,正常
BIKE02673,普通车,正常
BIKE02674,助力车,正常
BIKE02675,助力车,正常
BIKE02676,助力车,正常
BIKE02677,助力车,正常
BIKE02678,助力车,正常
BIKE02679,普通车,正常
BIKE02680,助力车,正常
BIKE02681,普通车,正常
BIKE02682,普通车,正常
BIKE02683,助力车,正常
BIKE02684,普通车,正常
BIKE02685,助力车,正常
BIKE02686,助力车,维修
BIKE02687,普通车,正常
BIKE02688,助力车,正常
BIKE02689,普通车,正常
BIKE02690,普通车,正常
BIKE02691,助力车,正常
BIKE02692,普通车,正常
BIKE02693,普通车,正常
BIKE02694,助力车,正常
BIKE02695,助力车,正常
BIKE02696,普通车,正常
BIKE02697,普通车,正常
BIKE02698,普通车,正常
BIKE02699,普通车,维修
BIKE02700,普通车,维修
BIKE02701,普通车,维修
BIKE02702,普通车,正常
BIKE02703,普通车,正常
BIKE02704,普通车,正常
BIKE02705,助力车,维修
BIKE02706,普通车,正常
BIKE02707,普通车,维修
BIKE02708,普通车,正常
BIKE02709,普通车,正常
BIKE02710,普通车,正常
BIKE02711,助力车,正常
BIKE02712,普通车,正常
BIKE02713,普通车,正常
BIKE02714,普通车,正常
BIKE02715,普通车,正常
BIKE02716,普通车,正常
BIKE02717,助力车,正常
BIKE02718,普通车,正常
BIKE02719,助力车,正常
BIKE02720,助力车,正常
BIKE02721,普通车,正常
BIKE02722,普通车,维修
BIKE02723,普通车,正常
BIKE02724,普通车,正常
BIKE02725,助力车,正常
BIKE02726,普通车,正常
BIKE02727,普通车,正常
BIKE02728,普通车,正常
BIKE02729,助力车,正常
BIKE02730,普通车,正常
BIKE02731,助力车,正常
BIKE02732,普通车,正常
BIKE02733,普通车,正常
BIKE02734,助力车,正常
BIKE02735,助力车,正常
BIKE02736,普通车,正常
BIKE02737,普通车,正常
BIKE02738,普通车,维修
BIKE02739,助力车,维修
BIKE02740,普通车,正常
BIKE02741,普通车,正常
BIKE02742,普通车,正常
BIKE02743,助力车,正常
BIKE02744,助力车,正常
BIKE02745,普通车,正常
BIKE02746,助力车,正常
BIKE02747,普通车,正常
BIKE02748,助力车,正常
BIKE02749,普通车,正常
BIKE02750,助力车,正常
BIKE02751,普通车,正常
BIKE02752,助力车,维修
BIKE02753,助力车,正常
BIKE02754,助力车,正常
BIKE02755,普通车,正常
BIKE02756,普通车,正常
BIKE02757,普通车,正常
BIKE02758,助力车,正常
BIKE02759,普通车,正常
BIKE02760,普通车,维修
BIKE02761,普通车,正常
BIKE02762,普通车,正常
BIKE02763,助力车,维修
BIKE02764,普通车,维修
BIKE02765,普通车,正常
BIKE02766,普通车,正常
BIKE02767,助力车,正常
BIKE02768,普通车,正常
BIKE02769,普通车,维修
BIKE02770,普通车,损坏
BIKE02771,助力车,损坏
BIKE02772,普通车,正常
BIKE02773,普通车,正常
BIKE02774,助力车,正常
BIKE02775,助力车,正常
BIKE02776,普通车,正常
BIKE02777,普通车,维修
BIKE02778,普通车,正常
BIKE02779,普通车,正常
BIKE02780,普通车,正常
BIKE02781,普通车,正常
BIKE02782,普通车,正常
BIKE02783,普通车,正常
BIKE02784,普通车,正常
BIKE02785,普通车,正常
BIKE02786,普通车,正常
BIKE02787,普通车,正常
BIKE02788,普通车,正常
BIKE02789,普通车,正常
BIKE02790,普通车,正常
BIKE02791,普通车,正常
BIKE02792,助力车,正常
BIKE02793,普通车,正常
BIKE02794,普通车,正常
BIKE02795,普通车,正常
BIKE02796,普通车,正常
BIKE02797,普通车,正常
BIKE02798,普通车,正常
BIKE02799,普通车,正常
BIKE02800,普通车,正常
BIKE02801,普通车,正常
BIKE02802,普通车,正常
BIKE02803,助力车,正常
BIKE02804,普通车,正常
BIKE02805,普通车,维修
BIKE02806,普通车,正常
BIKE02807,普通车,正常
BIKE02808,普通车,正常
BIKE02809,助力车,正常
BIKE02810,普通车,正常
BIKE02811,助力车,正常
BIKE02812,普通车,正常
BIKE02813,助力车,正常
BIKE02814,普通车,正常
BIKE02815,普通车,正常
BIKE02816,普通车,正常
BIKE02817,助力车,维修
BIKE02818,助力车,正常
BIKE02819,普通车,正常
BIKE02820,普通车,正常
BIKE02821,普通车,正常
BIKE02822,普通车,正常
BIKE02823,普通车,正常
BIKE02824,普通车,正常
BIKE02825,普通车,正常
BIKE02826,普通车,正常
BIKE02827,普通车,正常
BIKE02828,助力车,正常
BIKE02829,普通车,正常
BIKE02830,普通车,正常
BIKE02831,普通车,正常
BIKE02832,助力车,正常
BIKE02833,助力车,正常
BIKE02834,普通车,正常
BIKE02835,普通车,正常
BIKE02836,普通车,正常
BIKE02837,助力车,正常
BIKE02838,普通车,正常
BIKE02839,助力车,正常
BIKE02840,助力车,正常
BIKE02841,普通车,正常
BIKE02842,普通车,正常
BIKE02843,普通车,正常
BIKE02844,普通车,正常
BIKE02845,普通车,正常
BIKE02846,普通车,正常
BIKE02847,助力车,正常
BIKE02848,普通车,正常
BIKE02849,普通车,正常
BIKE02850,普通车,正常
BIKE02851,普通车,正常
BIKE02852,普通车,正常
BIKE02853,普通车,正常
BIKE02854,助力车,正常
BIKE02855,普通车,正常
BIKE02856,助力车,正常
BIKE02857,普通车,维修
BIKE02858,助力车,正常
BIKE02859,助力车,正常
BIKE02860,普通车,正常
BIKE02861,普通车,维修
BIKE02862,助力车,正常
BIKE02863,助力车,维修
BIKE02864,普通车,正常
BIKE02865,助力车,维修
BIKE02866,助力车,正常
BIKE02867,普通车,正常
BIKE02868,助力车,正常
BIKE02869,普通车,正常
BIKE02870,助力车,正常
BIKE02871,普通车,维修
BIKE02872,助力车,正常
BIKE02873,普通车,正常
BIKE02874,普通车,正常
BIKE02875,普通车,正常
BIKE02876,助力车,正常
BIKE02877,助力车,维修
BIKE02878,助力车,正常
BIKE02879,普通车,正常
BIKE02880,普通车,维修
BIKE02881,普通车,正常
BIKE02882,助力车,正常
BIKE02883,助力车,正常
BIKE02884,普通车,正常
BIKE02885,普通车,正常
BIKE02886,助力车,维修
BIKE02887,普通车,正常
BIKE02888,普通车,正常
BIKE02889,普通车,正常
BIKE02890,普通车,正常
BIKE02891,普通车,正常
BIKE02892,普通车,正常
BIKE02893,助力车,正常
BIKE02894,助力车,正常
BIKE02895,普通车,正常
BIKE02896,助力车,正常
BIKE02897,助力车,正常
BIKE02898,普通车,正常
BIKE02899,普通车,维修
BIKE02900,普通车,正常
BIKE02901,普通车,正常
BIKE02902,助力车,正常
BIKE02903,普通车,正常
BIKE02904,普通车,正常
BIKE02905,普通车,正常
BIKE02906,助力车,正常
BIKE02907,助力车,正常
BIKE02908,普通车,正常
BIKE02909,助力车,正常
BIKE02910,普通车,正常
BIKE02911,普通车,正常
BIKE02912,普通车,正常
BIKE02913,普通车,正常
BIKE02914,普通车,正常
BIKE02915,助力车,正常
BIKE02916,普通车,正常
BIKE02917,助力车,正常
BIKE02918,普通车,正常
BIKE02919,普通车,正常
BIKE02920,普通车,正常
BIKE02921,助力车,正常
BIKE02922,助力车,正常
BIKE02923,普通车,正常
BIKE02924,助力车,正常
BIKE02925,普通车,正常
BIKE02926,普通车,正常
BIKE02927,普通车,正常
BIKE02928,助力车,正常
BIKE02929,普通车,正常
BIKE02930,普通车,正常
BIKE02931,普通车,正常
BIKE02932,普通车,正常
BIKE02933,助力车,正常
BIKE02934,助力车,正常
BIKE02935,普通车,正常
BIKE02936,助力车,正常
BIKE02937,助力车,正常
BIKE02938,助力车,正常
BIKE02939,普通车,正常
BIKE02940,普通车,正常
BIKE02941,普通车,正常
BIKE02942,助力车,正常
BIKE02943,助力车,正常
BIKE02944,普通车,正常
BIKE02945,普通车,正常
BIKE02946,普通车,正常
BIKE02947,助力车,正常
BIKE02948,普通车,正常
BIKE02949,助力车,正常
BIKE02950,普通车,正常
BIKE02951,助力车,正常
BIKE02952,普通车,正常
BIKE02953,助力车,正常
BIKE02954,助力车,正常
BIKE02955,普通车,正常
BIKE02956,普通车,正常
BIKE02957,普通车,正常
BIKE02958,普通车,正常
BIKE02959,普通车,正常
BIKE02960,助力车,正常
BIKE02961,普通车,正常
BIKE02962,普通车,正常
BIKE02963,助力车,正常
BIKE02964,助力车,正常
BIKE02965,普通车,正常
BIKE02966,助力车,正常
BIKE02967,普通车,正常
BIKE02968,普通车,正常
BIKE02969,普通车,正常
BIKE02970,普通车,正常
BIKE02971,普通车,正常
BIKE02972,普通车,正常
BIKE02973,普通车,正常
BIKE02974,助力车,正常
BIKE02975,普通车,正常
BIKE02976,普通车,正常
BIKE02977,普通车,正常
BIKE02978,普通车,正常
BIKE02979,普通车,正常
BIKE02980,助力车,正常
BIKE02981,普通车,正常
BIKE02982,普通车,正常
BIKE02983,普通车,正常
BIKE02984,助力车,正常
BIKE02985,普通车,正常
BIKE02986,助力车,正常
BIKE02987,普通车,正常
BIKE02988,助力车,正常
BIKE02989,普通车,正常
BIKE02990,普通车,维修
BIKE02991,助力车,正常
